Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
22.0,0,102046.83,8609.9025,3.0,3.0,3.0,0.0,9,0.0,1.78,1.0,2,1252.78,37.51681897434928,23.75,0,0.0,475.8337591211665,5,665.1564908788337,1
34.0,2,9613.62,564.1350000000001,8.0,10.0,28.0,2.0,26,9.0,13.65,10.0,1,2062.12,23.66152330893157,14.08,1,15.948203095693932,40.67046049206535,6,289.79483641224067,1
54.0,5,117851.07,9870.9225,-1.0,6.0,7.0,0.0,27,1.0,4.97,1.0,2,607.78,34.041733368952535,21.0,0,0.0,467.41582464616476,3,779.6764253538355,1
22.0,11,19280.73,1865.7275,5.0,9.0,32.0,2.0,20,11.0,10.67,10.0,,2412.06,29.15601776852998,9.58,1,17.677035792091182,127.63096761678317,3,301.2647465911257,1
40.0,3,64734.84,5556.57,1.0,3.0,7.0,4.0,9,3.0,8.8,4.0,2,593.94,36.38976227436402,17.83,0,126.41241242875924,391.7003133001967,4,307.5442742710441,1
28.0,9,23956.27,1773.355833333333,3.0,7.0,12.0,3.0,8,10.0,10.52,11.0,,893.87,41.60124609607689,14.58,1,46.97565396788573,76.75482719878977,6,343.6051021666578,1
31.0,13,9081.535,842.7945833333333,3.0,5.0,26.0,3.0,15,12.0,11.85,12.0,,1518.63,23.763481495320587,5.75,1,16.643123529657604,111.04739343152269,6,246.58894137215302,1
32.0,0,20501.67,1771.4725,6.0,7.0,17.0,8.0,47,15.0,18.15,12.0,0,3373.13,31.939877023470142,9.25,1,108.62813768485697,92.47697753798285,4,246.0421347771602,1
51.0,7,30760.15,2639.3458333333333,4.0,4.0,7.0,3.0,23,10.0,11.5,2.0,1,143.92,38.03613586953889,27.33,2,41.125297977847545,269.3644426098644,6,243.44484274562137,1
30.0,9,12874752.0,962.4583333333331,7.0,7.0,19.0,9.0,35,21.0,26.96,10.0,0,4496.77,26.62057432925005,11.58,1,79.506552352626,34.64651895400525,4,252.09276202670208,1
21.0,2,61746.99000000001,5167.5825,8.0,8.0,15.0,6.0,50,26.0,4.27,11.0,0,4355.18,35.97870324806772,7.42,1,158.03890921598918,253.50352718666855,5,385.2158135973424,1
43.0,13,7296.72,840.0600000000002,8.0,6.0,29.0,5.0,16,14.0,17.65,13.0,1,2567.89,33.88201631699087,6.42,1,30.014600717117123,68.51552331305408,5,265.47587596982885,1
24.0,12,9955.465,887.6220833333333,9.0,10.0,28.0,2.0,55,10.0,9.65,9.0,1,2520.04,29.55574702344706,19.25,2,15.468790593057706,77.53061083712872,5,275.7628069031469,1
24.0,11,56985.9,4700.825,9.0,8.0,20.0,7.0,49,16.0,18.74,15.0,1,1850.68,36.56641042920197,6.33,1,195.4975121996544,55.863971389461796,2,468.7210164108839,1
25.0,0,33119.82,3024.985,10.0,5.0,32.0,5.0,50,23.0,,10.0,0,2545.0,39.89567487310901,14.25,2,111.4227017745117,286.38164846449064,5,184.69414976099773,1
50.0,3,111059.94,9154.995,5.0,7.0,2.0,0.0,27,8.0,0.53,0.0,,418.69,28.94382399210248,30.17,2,0.0,792.8208556594965,6,412.6786443405037,1
35.0,8,55299.72,4896.31,5.0,4.0,23.0,2.0,18,10.0,10.94,10.0,1,2013.21,29.133798462938927,11.58,1,83.66941405052296,144.5050906768054,2,511.45649527267176,1
43.0,0,33343.64,3042.6366666666668,7.0,10.0,23.0,6.0,44,25.0,0.56,12.0,0,4997.1,31.33388053577025,0.17,1,88.3611816441119,354.92740406313345,6,150.97508095942126,1
45.0,14,9400.2,719.35,7.0,5.0,33.0,7.0,48,20.0,3.52,10.0,0,1795.69,32.61306212614117,15.58,1,45.88919370996218,31.918083409717354,6,284.12772288032045,1
31.0,11,131693.37,10696.4475,0.0,7.0,10.0,3.0,29,3.0,1.78,6.0,2,1428.94,27.916777090525983,22.08,0,208.8584734221076,234.27483830040438,1,866.5114382774881,1
21.0,8,15472.34,994.4958247061816,7.0,8.0,19.0,2.0,28,15.0,1.86,12.0,0,2672.31,23.75310596804488,11.42,1,136.15580796508104,57.123403886683406,6,323.62279677538726,1
52.0,13,44835.39,3538.2825,3.0,4.0,4.0,4.0,30,12.0,5.53,4.0,,953.75,35.99275974149497,15.33,0,96.92470263133217,349.0281390422789,6,197.8754083263889,1
41.0,11,9275.95,553.9958333333334,8.0,8.0,24.0,4.0,40,21.0,19.23,8.0,0,1746.01,35.32354596018528,12.25,1,19.7889022619584,14.960539934848855,2,270.6501411365261,1
36.0,7,19567.0,1681.583333333333,7.0,10.0,28.0,7.0,25,22.0,6.77,6.0,0,2202.33,25.94647880013401,18.5,1,86.44355609092298,212.40834655349477,0,159.30643068891558,1
24.0,7,43335.48,3670.29,7.0,5.0,19.0,6.0,48,13.0,15.83,12.0,1,1264.71,33.92147783786909,18.92,1,133.68868684473466,29.736996280603467,1,443.6033168746618,1
25.0,8,71875.28,5758.606666666668,4.0,5.0,30.0,2.0,15,11.0,9.27,6.0,1,2140.35,28.035466621107048,15.92,1,106.06321590465096,535.7914421889113,6,224.00600857310428,1
27.0,5,40334.7,3313.225,9.0,7.0,26.0,2.0,59,17.0,2.6,11.0,,1274.12,36.408748772997576,14.67,1,45.34140136924077,220.2679020758917,5,345.71319655486747,1
15.0,11,68332.08,5618.34,6.0,5.0,34.0,7.0,27,8.0,19.29,9.0,1,1462.7,40.81454048578652,16.08,1,206.44457699588344,59.9087353428524,1,535.4806876612644,1
43.0,15,30257.02,2605.418333333333,10.0,6.0,33.0,5.0,51,22.0,14.83,9.0,0,2437.84,26.12995679049726,18.08,1,78.0890053077879,231.6179529046687,6,240.8348751208768,1
19.0,0,81760.0,6988.333333333332,8.0,5.0,24.0,3.0,39,21.0,7.71,12.0,0,2604.66,35.314354922269274,13.92,1,125.1786318915412,63.639876391588295,1,750.0148250502039,1
32.0,0,14126.68,1374.2233333333334,9.0,9.0,26.0,4.0,53,16.0,15.44,9.0,1,1673.64,23.14692260052872,7.25,1,47.04210762304478,35.2915911594405,4,325.0886345508481,1
42.0,8,8786.87,592.2391666666667,9.0,9.0,21.0,3.0,22,20.0,4.92,9.0,0,1751.32,32.70400006050304,17.17,1,16.80742802520736,64.03468121622504,6,268.3818074252343,1
42.0,2,39849.72,3334.81,9.0,8.0,26.0,4.0,36,20.0,9.12,12.0,1,2533.64,39.24666873221528,5.75,1,96.60403454470982,24.692395758440803,1,452.18456969684934,1
25.0,13,28406.16,2371.18,2.0,4.0,2.0,0.0,22,5.0,10.23,4.0,2,1115.66,26.10944911367521,23.58,2,0.0,54.48279008507844,1,422.63520991492163,1
41.0,15,48144.78,3994.065,7.0,6.0,28.0,6.0,25,20.0,4.59,7.0,0,3150.66,30.45488661735898,6.92,1,217.2670402691009,148.26003885982976,2,283.87942087106927,1
16.0,11,8308.235,654.3529166666667,6.0,9.0,20.0,9.0,15,22.0,10.7,10.0,0,3530.46,25.50599327710907,3.83,1,36.07374348263939,37.568777353702416,4,261.79277083032486,1
55.0,9,16857.295,1121.7745833333329,0.0,5.0,12.0,3.0,25,7.0,11.23,1.0,2,741.75,26.85954061793408,22.58,0,29.60955069043045,33.297122932165166,5,329.2707847107377,1
22.0,12,15081.12,1298.76,8.0,7.0,22.0,4.0,30,16.0,19.08,15.0,1,1987.21,25.05613054819007,17.17,1,41.06589354729759,91.5300312192137,6,287.28007523348873,1
17.0,13,30410.33,2550.1941666666667,8.0,3.0,5.0,2.0,28,21.0,11.5,11.0,1,808.55,28.394793802548357,11.67,1,46.08981911929367,120.68920135590244,6,378.24039619147055,1
17.0,10,14538.09,1422.5075,10.0,8.0,22.0,7.0,23,21.0,8.6,9.0,0,3609.22,38.756684889805705,13.0,1,60.22433608539001,50.41035106506402,3,291.61606284954604,1
35.0,4,8170.725,618.8937500000002,7.0,5.0,20.0,4.0,55,21.0,10.12,11.0,0,2373.8,27.976113550208417,5.92,1,17.28840448083471,16.391114231118152,5,308.2098562880472,1
16.0,2,67614.24,5558.52,7.0,10.0,17.0,2.0,39,19.0,17.66,14.0,0,1330.8,29.55587197139261,17.17,2,95.0328666702966,592.3482285913549,6,158.47090473834862,1
23.0,6,33065.8,2690.4833333333336,0.0,7.0,6.0,3.0,6,10.0,1.2200000000000002,4.0,2,518.79,38.04711693061856,21.58,0,69.13683994090428,48.79789346087418,1,391.11359993155486,1
40.0,9,15035.19,1214.9325,9.0,5.0,16.0,5.0,61,20.0,-0.01999999999999957,12.0,0,1447.52,38.35113397263878,12.33,1,39.94969316390585,156.72032485566862,6,214.82323198042556,1
28.0,13,9347.59,812.9658333333333,10.0,5.0,19.0,4.0,61,22.0,16.48,11.0,0,1823.75,37.204909996911454,16.33,1,15.796651890101964,56.24547651768453,6,299.2544549255468,1
44.0,1,16242.68,1539.5566666666666,10.0,10.0,28.0,2.0,62,14.0,9.52,12.0,1,1382.53,34.32083539992516,6.67,1,24.682684659920834,62.92813677047682,3,326.344845236269,1
29.0,1,10367.01,1095.9175,7.0,7.0,34.0,5.0,36,20.0,11.43,6.0,1,1568.49,33.611771004603,5.42,1,37.90425467357951,108.35185881982136,6,253.33563650659917,1
21.0,6,9762.175,751.5145833333332,8.0,8.0,19.0,3.0,55,20.0,3.06,7.0,0,1737.34,29.762442186232533,6.92,1,17.991364719311928,25.81250328615243,6,321.34759032786894,1
21.0,10,35469.07,2935.755833333333,4.0,5.0,6.0,0.0,5,5.0,5.63,4.0,2,545.48,39.594623477980754,17.75,0,0.0,77.70782506657591,4,485.86775826675733,1
21.0,5,56122.68000000001,4751.89,10.0,8.0,31.0,4.0,38,19.0,14.18,10.0,1,1274.63,39.80010951742588,14.67,1,98.3821735874208,178.40890343733574,6,488.3979229752436,1
28.0,9,73095.76,6077.313333333333,8.0,10.0,16.0,5.0,38,25.0,25.06,13.0,0,3617.11,39.30519320960578,5.0,1,211.06641217385155,128.1101751717471,1,508.5547459877347,1
29.0,4,15855.34,1198.2783333333334,7.0,7.0,15.0,7.0,9,23.0,10.31,6.0,,1332.7,29.793728646359117,10.67,1,60.21398982535512,112.0180316897058,6,237.59581181827244,1
45.0,9,44624.66,3696.721666666667,1.0,7.0,4.0,0.0,6,0.0,3.46,2.0,,186.89,37.03516174219345,33.08,2,0.0,117.62825148065536,2,502.04391518601136,1
34.0,3,16113.89,1454.8241666666663,7.0,8.0,17.0,9.0,19,15.0,22.15,10.0,,4298.54,31.87662993797387,1.58,1,103.13185745744244,58.7686324875444,4,253.5819267216798,1
26.0,8,39696.98,3211.081666666667,5.0,5.0,10.0,1.0,16,3.0,1.98,1.0,2,133.3,39.886226931028254,21.25,0,31.906580170809523,73.87093984450794,2,465.33064665134935,1
43.0,10,19399.32,1680.61,10.0,7.0,27.0,7.0,41,16.0,6.04,13.0,0,2443.94,23.951778020968703,11.42,1,98.0477170097603,212.90003221625486,6,147.11325077398487,1
27.0,0,52243.56,4432.63,4.0,7.0,27.0,5.0,8,15.0,8.06,12.0,1,2584.55,26.15395981774059,12.92,1,126.44266622107696,136.73556919402523,2,430.08476458489787,1
36.0,2,31178.1,2353.175,6.0,9.0,24.0,6.0,48,19.0,3.84,9.0,0,4815.82,32.714816935931104,5.58,2,144.62971383382686,46.562032167776245,3,304.1257539983969,1
39.0,10,33480.02,2775.001666666666,8.0,10.0,19.0,9.0,58,17.0,6.73,7.0,,4177.98,36.0452885029997,3.58,1,128.0957058033712,178.67263731333446,0,260.7318235499609,1
24.0,3,20616.95,1476.0791666666669,10.0,6.0,15.0,5.0,34,25.0,16.89,6.0,,1776.76,28.037738252143413,7.75,1,48.09561340441202,124.91775539241236,5,254.5945478698423,1
22.0,15,49598.67,3860.2225,7.0,5.0,20.0,6.0,40,23.0,6.56,9.0,0,3097.13,29.12757483824515,13.25,1,207.7121517476321,93.02143520480593,1,325.28866304756195,1
15.0,8,72524.2,5908.6833333333325,6.0,5.0,17.0,3.0,46,23.0,8.74,9.0,0,2699.4,23.070388419207724,15.33,1,153.03345685022464,606.456526110112,5,111.37835037299669,1
35.0,9,11810.515,1012.2095833333332,8.0,4.0,17.0,2.0,25,13.0,11.6,6.0,1,619.5,36.68571341889445,33.25,1,16.71425537123106,111.85408483056386,6,262.6526181315384,1
39.0,1,37107.79,3114.3158333333336,3.0,4.0,4.0,0.0,30,4.0,10.39,6.0,2,86.55,31.32299674104167,28.75,0,0.0,410.6536299255477,6,190.77795340778567,1
23.0,3,18140.94,1780.745,7.0,10.0,17.0,7.0,39,8.0,15.45,11.0,,2302.31,28.942804490404185,17.75,1,65.25437862812386,166.4779940579287,4,216.34212731394746,1
15.0,6,37777.92,3055.16,3.0,4.0,20.0,5.0,30,20.0,18.37,9.0,1,1336.0,37.49555901466504,8.92,1,100.42794975590311,234.34221009426946,6,260.7458401498275,1
36.0,7,19147.2,1692.6,3.0,5.0,5.0,0.0,6,16.0,9.0,0.0,1,1347.02,40.11578732663403,27.17,1,0.0,120.46435861687118,4,318.79564138312884,1
32.0,3,45243.21,3855.2675,7.0,7.0,21.0,3.0,61,21.0,0.9,6.0,,2482.56,34.6572076268583,13.5,1,89.29681595547069,125.68457035154104,2,420.5453636929882,1
35.0,6,15334.13,1462.8441666666663,7.0,9.0,30.0,3.0,36,16.0,6.8,11.0,0,2339.82,34.53130317276756,13.17,1,19.401181932229143,106.4699722203402,5,300.4132625140973,1
30.0,7,56693.96,4662.496666666667,7.0,5.0,24.0,4.0,20,22.0,7.24,13.0,0,1974.3,33.047122724122765,19.58,1,113.55113085049,124.66050218817098,3,488.0380336280057,1
42.0,2,39849.72,3334.81,9.0,8.0,26.0,4.0,36,22.0,9.12,12.0,,2533.64,23.47957327339921,5.83,1,96.60403454470982,31.948133058383693,1,444.9288323969065,1
27.0,10,37889.06,3034.421666666666,9.0,7.0,15.0,5.0,34,23.0,16.72,9.0,0,2063.0,31.022542035170343,18.75,2,94.7879956533391,222.3915514522814,6,276.26261956104617,1
35.0,4,1408938.0,1047.2216666666666,9.0,8.0,26.0,9.0,57,23.0,5.01,8.0,0,2598.21,32.941562540690505,16.08,1,63.85540142023863,49.062300047550316,6,281.80446519887766,1
20.0,3,62892.92,5461.076666666667,7.0,6.0,33.0,5.0,29,17.0,5.58,17.0,0,2432.07,27.71770869069229,18.08,1,211.79646194479983,124.4522390695883,0,459.8589656522785,1
42.0,13,14297.72,1129.4766666666667,10.0,5.0,24.0,7.0,62,23.0,3.5,8.0,0,2566.55,26.561687516163374,17.33,1,77.97500512571494,75.5576628871829,6,249.41499865376883,1
38.0,11,94034.8,7693.233333333334,8.0,4.0,11.0,1.0,12,8.0,10.98,4.0,,775.83,33.375064481909845,21.92,0,61.90277478928471,420.3433763307402,5,567.0771822133082,1
26.0,15,15219276.0,7774.305,8.0,3.0,14.0,2.0,19,11.0,1.83,0.0,1,1194.49,28.19437830772572,21.17,0,80.7699904705692,248.73228065111985,3,707.9282288783112,1
24.0,12,109905.96,9096.83,8.0,4.0,8.0,1.0,29,15.0,8.07,1.0,1,150.87,38.35934833429771,20.33,2,90.5828662753115,435.5473900747597,5,663.5527436499287,1
25.0,13,16185.63,1355.8025,7.0,6.0,30.0,4.0,61,18.0,7.66,11.0,0,2360.06,23.471569116688453,15.75,1,49.29314268683928,61.57784217184395,4,294.7092651413168,1
45.0,12,15599.88,1324.99,6.0,8.0,21.0,6.0,60,25.0,14.27,8.0,0,4384.6,30.581585288976463,8.67,1,66.73228634614793,136.68731169057062,6,219.07940196328144,1
43.0,2,29062.92,2318.91,6.0,3.0,8.0,1.0,27,14.0,13.94,4.0,,50.19,25.565468745970875,20.5,2,14.516223126712546,214.2535906710789,6,293.1211862022085,1
25.0,14,9620.965,782.7470833333333,10.0,7.0,24.0,2.0,55,16.0,3.7,7.0,0,1355.28,24.20990839224652,11.75,1,9.675865767444485,32.164400972051894,2,286.434441593837,1
25.0,3,19137.3,1871.775,10.0,7.0,27.0,2.0,51,25.0,10.29,8.0,0,1461.56,35.56815218196782,15.42,1,29.701606654416107,105.16809219708931,3,312.3078011484946,1
20.0,4,60214.04,5034.836666666667,7.0,5.0,18.0,5.0,16,18.0,1.97,7.0,0,1322.67,32.298567086271966,13.25,1,201.95601657268352,65.66746746127572,2,485.8601826327075,1
14.0,10,10041.885,945.82375,10.0,7.0,16.0,3.0,29,18.0,19.61,16.0,1,2128.94,27.55257586406795,17.42,2,19.123555506016235,100.67185840924549,6,264.78696108473827,1
38.0,12,16201.47,1623.1225,4.0,6.0,20.0,2.0,14,14.0,8.34,4.0,1,1438.98,36.95800653030904,15.17,1,21.024678867286,108.3989116890138,5,312.8886594437002,1
26.0,11,35180.42,2695.7016666666664,5.0,7.0,12.0,2.0,18,-3.0,7.2,2.0,,33.8,25.012463303378247,25.08,0,44.60716114646277,65.24547870106663,2,409.7175268191372,1
36.0,1,14132.32,1205.6933333333334,6.0,9.0,34.0,8.0,50,17.0,23.75,8.0,,4632.52,25.913690636548814,1.33,1,51.74926525441649,90.15500072217856,6,268.6650673567383,1
19.0,8,9635.555,1034.9629166666666,10.0,8.0,23.0,7.0,47,23.0,15.28,15.0,0,4795.81,37.45508225991596,1.83,1,55.98005789164484,89.5338669451276,0,227.98236682989426,1
16.0,14,73099.84,6075.653333333333,5.0,7.0,26.0,3.0,48,19.0,8.12,14.0,0,1806.64,36.44591840363278,7.67,1,155.98174545554372,422.4518883426126,6,319.131699535177,1
46.0,5,139631.08,11557.923333333332,3.0,4.0,12.0,0.0,9,0.0,10.67,4.0,2,202.29,31.320369173514703,20.75,0,0.0,213.79697439437007,2,1191.9953589389634,1
18.0,11,20111.74,1736.9783333333337,10.0,9.0,30.0,9.0,19,23.0,17.37,7.0,,3470.89,33.41195135718688,12.25,1,150.12777847572335,163.91697775844713,6,149.65307709916289,1
47.0,6,32959.87,2957.6558333333337,2.0,5.0,12.0,4.0,5,11.0,-2.31,0.0,2,1030.14,27.486181876898407,17.83,0,60.94074569581397,284.95236112225916,6,239.87247651526025,1
41.0,14,21720.955,2039.0795833333327,0.0,4.0,10.0,2.0,9,9.0,2.71,1.0,,992.78,30.318671158263093,18.92,0,32.31239992892931,98.63260984837851,3,332.9629485560256,1
25.0,7,34742.74,2881.228333333333,6.0,4.0,19.0,3.0,21,16.0,16.19,4.0,1,2503.43,39.71945398197881,9.75,1,59.097375287093975,102.54622470045813,2,376.47923334578115,1
32.0,4,79837.02,6414.085,2.0,7.0,10.0,1.0,14,5.0,8.72,2.0,2,585.77,26.681343177619844,32.33,0,66.05806320635233,80.07977390751155,1,735.270662886136,1
26.0,8,9045.485,670.7904166666667,8.0,7.0,20.0,6.0,52,16.0,19.16,7.0,0,2271.24,27.705328935469304,18.25,1,37.66984372571575,40.37964127358219,6,279.02955666736875,1
48.0,14,61630.4,5075.866666666667,5.0,7.0,3.0,3.0,17,5.0,2.26,3.0,,1274.09,38.00448846723,31.92,0,128.62157919890092,90.00627213008629,3,548.9588153376793,1
29.0,15,39566.48,3050.206666666667,10.0,8.0,17.0,3.0,29,11.0,14.15,7.0,1,1917.58,31.98948057981424,6.67,1,63.70828191554105,174.209089917744,6,357.10329483338165,1
38.0,7,9194.97,704.2475,7.0,9.0,25.0,8.0,57,18.0,19.48,9.0,0,3770.27,23.08734160102825,13.67,1,54.782909342164885,55.35616299942727,5,240.28567765840785,1
28.0,8,52639.65,4618.6375,3.0,6.0,9.0,4.0,27,8.0,9.0,6.0,1,1477.09,31.765566448005885,10.83,1,109.95347060199984,450.01997818224123,6,191.89030121575902,1
42.0,3,14378.24,1311.1866666666667,7.0,8.0,30.0,6.0,24,10.0,18.45,10.0,1,1823.61,37.92753855843404,10.75,1,57.85350079287682,134.83371398026034,6,228.43145189352956,1
43.0,8,92200.68,7404.39,2.0,6.0,1.0,1.0,17,5.0,4.67,3.0,2,936.63,41.1823506119848,27.83,2,52.433666768022135,154.80839729809082,1,773.1969359338872,1
38.0,11,30111.3,2743.275,7.0,5.0,15.0,9.0,53,19.0,6.31,14.0,0,3075.29,32.268256478556765,4.42,1,140.83662592940402,341.0728443041395,6,82.4180297664565,1
44.0,13,18964.73,1571.394166666667,7.0,7.0,33.0,3.0,22,17.0,9.04,8.0,1,1506.93,29.10908643025085,8.75,2,28.228425389302984,91.68072243515716,5,317.23026884220656,1
43.0,3,44080.04,3563.498770538034,5.0,5.0,10.0,3.0,18,5.0,14.7,5.0,2,443.01,27.31155817669599,20.08,0,193.5784680364336,208.7476225573933,6,348.3454722014724,1
30.0,10,33446.44,3058.203333333333,6.0,6.0,24.0,6.0,17,19.0,,11.0,0,2953.68,26.959857021030903,9.25,2,133.35590483492365,132.67246920428317,6,329.7919592941265,1
26.0,5,15125.64,1311.47,3.0,4.0,28.0,2.0,8,18.0,15.79,9.0,,2312.67,29.742439720241556,12.67,2,24.446454920823545,132.72852679425844,6,263.97201828491797,1
25.0,15,16100.17,1184.680833333333,9.0,5.0,20.0,7.0,53,16.0,18.09,7.0,1,2375.63,28.970823502640663,6.58,1,85.48267557598885,72.89389937153972,5,240.09150838580481,1
17.0,11,16916.38,1406.6983333333335,3.0,7.0,23.0,5.0,29,19.0,16.77,13.0,1,1677.29,30.89122868870052,12.25,2,57.36799441112792,145.96856753130155,6,227.3332713909039,1
42.0,7,20170.75,1930.895833333333,10.0,5.0,25.0,2.0,47,10.0,10.14,8.0,1,1854.76,26.66931912704532,6.25,1,20.9491624068454,151.5951220865231,6,310.54529883996486,1
28.0,1,47682.36,4059.53,10.0,6.0,31.0,2.0,58,19.0,17.64,6.0,,2510.66,30.97100610820885,13.33,1,59.98467518760196,144.67030227451212,2,451.2980225378859,1
35.0,14,28010.02,2072.168333333333,9.0,7.0,26.0,4.0,29,15.0,5.33,13.0,0,1794.71,28.10431993217628,10.67,1,49.87501653203984,163.99544955651746,6,283.3463672447761,1
41.0,11,17725.57,1691.1308333333334,5.0,9.0,20.0,6.0,10,14.0,16.71,10.0,1,2074.18,28.76023831694349,7.92,2,83.57842009904834,134.18896202796452,6,241.34570120632046,1
39.0,5,60437.28,4948.44,6.0,4.0,8.0,4.0,21,8.0,19.55,8.0,1,2133.53,25.53464035061709,16.67,2,129.38746282892166,289.1589892072584,0,356.29754796382,1
44.0,11,67413.2,5824.766666666666,9.0,10.0,16.0,4.0,47,11.0,16.18,16.0,1,1663.58,34.74823529357463,13.33,1,178.85076212191186,99.94451869048002,2,553.6813858542748,1
43.0,15,30257.02,2605.418333333333,10.0,6.0,33.0,5.0,46,22.0,14.83,14.0,0,2437.84,30.310330937475825,18.67,1,78.0890053077879,65.90649922634223,1,356.54632879920325,1
17.0,12,72817.88,6364.156666666668,7.0,4.0,18.0,1.0,22,21.0,18.86,8.0,1,717.37,30.50426384066673,17.92,1,46.55610531638221,54.85300116043622,1,775.0065601898483,1
14.0,4,20986.84,1846.9033333333327,9.0,10.0,17.0,3.0,32,16.0,19.35,10.0,0,1917.48,39.25759941423714,9.75,1,49.83825003896327,46.04036018624801,2,338.81172310812207,1
23.0,10,20938.03,1896.835833333333,6.0,9.0,23.0,5.0,16,18.0,2.84,9.0,0,1657.74,25.493230485077248,9.83,1,56.26113896851847,129.57963112431392,6,293.84281324050096,1
18.0,3,63402.2,5475.516666666666,5.0,3.0,18.0,4.0,16,15.0,14.05,5.0,1,2153.66,26.449048438880386,19.0,1,152.10590568183474,115.15195395701721,2,530.2938070278146,1
26.0,7,43802.10000000001,3468.175000000001,10.0,5.0,33.0,6.0,42,8.0,11.52,9.0,,2156.04,24.741444174385773,9.67,1,167.9030685385797,231.0768967759343,3,207.8375346854861,1
25.0,11,40207.94,3068.661666666667,7.0,5.0,26.0,6.0,27,21.0,1.07,14.0,0,1914.22,26.17021971364825,13.92,1,159.6921422129592,101.98647091126837,2,295.1875535424391,1
43.0,2,19570.56,1373.88,10.0,10.0,26.0,8.0,26,22.0,0.69,9.0,0,2711.86,35.314239428152746,13.67,1,87.71030006460491,143.37557555537654,6,196.30212438001854,1
16.0,10,41516.64,3368.72,8.0,8.0,17.0,5.0,56,16.0,8.35,11.0,0,1597.61,35.121531024270986,20.17,1,142.31648322358274,139.23025999786313,0,335.3252567785541,1
17.0,12,72817.88,6364.156666666668,7.0,4.0,18.0,1.0,22,18.0,20.86,5.0,1,717.37,25.78716576293652,17.83,1,46.55610531638221,366.5233310520317,5,503.3362302982529,1
47.0,15,28022.9,2098.241666666667,5.0,7.0,5.0,1.0,6,10.0,12.79,9.0,1,385.54,29.68447014139816,20.67,2,11.744671475938633,120.77331127636705,6,367.306183914361,1
35.0,3,30256.85,2226.4041666666667,0.0,5.0,5.0,3.0,21,2.0,0.73,7.0,,1483.23,28.16559073004076,20.42,0,62.10515619403197,157.1909688180931,4,273.34429165454156,1
29.0,13,28634.88,2442.24,6.0,6.0,17.0,8.0,52,19.0,8.34,8.0,0,3195.0,38.67947563092471,7.0,1,106.5034545416628,98.11307534681805,4,309.6074701115192,1
19.0,1,14888.915,1343.7429166666668,5.0,5.0,6.0,1.0,11,5.0,,4.0,2,903.97,39.89836774636695,31.83,0,6.706015137932544,53.589273126670335,5,354.07900340206385,1
42.0,2,16896.19,1451.0158333333331,7.0,6.0,23.0,9.0,35,14.0,1.1,8.0,0,1878.31,33.125176182208726,17.25,1,69.31938664516377,130.71543902272043,4,215.0667576654491,1
20.0,0,8037.285,924.77375,5.0,3.0,29.0,5.0,21,15.0,13.66,8.0,1,2571.36,30.5790701642256,8.75,1,19.035909645514263,66.60201871015587,4,276.8394466443299,1
15.0,10,15686.54,1291.2116666666668,3.0,5.0,8.0,4.0,5,9.0,13.12,6.0,1,1657.45,41.18656252828932,14.25,1,28.17472787597497,47.409625157050435,3,313.53681363364126,1
44.0,14,7161.64,758.8033333333334,8.0,8.0,29.0,3.0,22,20.0,8.61,6.0,,2669.02,32.55241163130314,11.67,1,12.427226356549244,36.475602255591895,6,316.9775047211922,1
37.0,15,17238.11,1599.509166666667,8.0,8.0,23.0,9.0,47,16.0,1.46,11.0,0,1500.09,24.530461546951532,8.92,1,84.144303350945,141.6075194737741,0,224.1990938419476,1
44.0,5,41552.77,3482.730833333333,3.0,4.0,2.0,1.0,18,4.0,15.6,9.0,2,28.85,26.115738975356933,21.67,0,27.06386790932469,178.71001924467612,5,422.4991961793325,1
44.0,2,32632.16,2789.346666666667,6.0,9.0,25.0,2.0,39,25.0,12.68,7.0,,1309.09,31.37728815685052,15.0,1,35.19164481319368,69.59931398508289,2,424.1437078683902,1
36.0,1,7309.155,567.0962499999998,6.0,8.0,19.0,4.0,38,11.0,9.56,8.0,1,1318.12,30.65046564196324,8.08,1,20.29077116114661,36.86189537929993,6,289.55695845955347,1
33.0,13,7617.915,626.82625,8.0,6.0,16.0,9.0,50,19.0,20.47,9.0,0,3257.62,30.657208427372545,8.83,1,52.469989240305566,15.557184586282592,3,254.65545117341182,1
25.0,15,16100.17,1184.680833333333,9.0,5.0,20.0,7.0,52,16.0,18.09,7.0,1,2375.63,25.376939459666666,6.75,1,85.48267557598885,25.887136167226696,3,267.0982715901178,1
24.0,3,47504.49,3760.7075,8.0,7.0,28.0,6.0,47,18.0,16.55,8.0,0,2515.23,31.903078822877287,11.42,1,146.04816029066598,231.7255619420927,0,258.2970277672414,1
28.0,1,34392.44,2703.036666666667,9.0,6.0,30.0,3.0,31,19.0,16.84,12.0,,2405.43,33.29579348293433,12.58,1,80.04324652082961,153.7277771686201,4,306.532642977217,1
